id,keyword,location,text,target,text_length
5719,flattened,,til arrayprototypeflatmap callback return nonarrays theyll treated array,0,72
5720,flattened,Cape Town,firstly white adult woman small bum silly burned people jus,0,59
5721,flattened,"Olive Branch,MS/Friendswood,TX",following saturday ef tornado desoto county home left flattened tree power line downed familie,1,94
5722,flattened,"South East, England",omg got flattened british people dont want ex,0,45
5723,flattened,,maratha came british admin amp queen victoria poona horse cavalry raised poo,0,76
5724,flattened,Nigeria,testimony stand sure,0,20
5725,flattened,groyper nation,prefer tire werent flattened,0,28
5726,flattened,"NY , Luxembourg , Tunisia",remarkable performance new york curve last month curve flattened almost comp,0,76
5727,flattened,"New South Wales, Australia",day gym,0,7
5728,flattened,,strand followed expanding cloud slime flattened covered ben entire body entir,0,77
5729,flattened,"New South Wales, Australia",remake old pic gifted original picture sparky butterfloof fada,0,62
5730,flattened,,actually flattening chest isnt constricting fact,0,48
5731,flattened,"Paris, France",remarkable performance new york curve last month curve flattened almost c,0,73
5732,flattened,,flatheaded cat flatheaded cat rare specie cat found sumatra borneo malayan peninsula,0,84
5733,flattened,Latvia,live coverage unloved corner rga central market getting flattened,0,65
5734,flattened,the interstices,flattened gummy bear,0,20
5735,flattened,PFP by @masshirq,ear flattened head didnt even flinch brought fist poised,0,56
5736,flattened,"Melbourne, Victoria",genuinely amazed graph showing fast china carbon emission flattened response moral pr,0,85
5737,flattened,Sacramento California,grandmother prayer closet survives powerful tornado flattened home killed many,1,78
5738,flattened,"California, USA",well dont flattened,0,19
5739,flattened,,gave car flattened tire couldnt leave cop came called,0,53
5741,flattened,UK,flattened,0,9
5742,flattened,At home,show voting public continue vote lnp even,0,41
5743,flattened,"Hermosillo, MX",creepy sound strange stranger swarming creature crawling flattened uncanny valley radical intimacy,0,98
5744,flattened,San Diego,waiting comedown bitch pussy as put mic amp respond guess fucknigga camp strea,0,78
5745,flattened,Café Leblanc | Icon: P5S,see puppy ear theyd flattened head cause flustered,0,50
5746,flattened,"Tuscaloosa, AL",submitting single job application feel simultaneously like popeye eating tthe spanch coyote bein,0,96
5748,flattened,Universal Truth,remains first choice candidate gender ideology absolutely flattened enthu,0,73
5749,flattened,NSW,show voting public continue vote lnp eve,0,40
5752,flattened,"Arizona, USA",outrage ive never heard event year ago im flattened,0,51
5754,flattened,"New South Wales, Australia",look wise word technoblade donde esta la biblioteca meaning quote,0,65
5755,flattened,"Oceanside, CA",dude ripped uchihas eye flattened like mad man,0,46
5756,flattened,#MAGA,get youre saying wouldve flattened thing bc farleft guaranteed,0,62
5761,flattened,"Goa, India",british ghana flattened holy rock worshipped local tribe build cape coast castle used,0,85
5762,flattened,fgo JP 448 270 473,yes put new goat calendar got crushed post flattened week xd,0,60
5763,flattened,,holy place see sacred,0,21
5764,flattened,curiouscat.me/bear_coughing,interesting hair almost reminded porcupine hed seen wood around lake red,0,72
5765,flattened,curiouscat.me/bear_coughing,slightly flattened lizardlike nose mouth looked normal opened splitting wide r,0,78
5766,flattened,Le chat de ta mere,dont deserve tulsi im extremely sorry tulsi supporter friend woman stuck neck flat,0,82
5767,flattened,"Chicago, IL",like flattened otto ikea manager wallin,0,39
5768,flattened,Australia,magically flattened cat maybe,0,29
5769,flattened,"Stevenage, East",thought match dave gilbert performance last night master sublime brushed mark allen asi,0,87
5770,flattened,"Dayton, Ohio",dont deserve tulsi im extremely sorry tulsi supporter friend wo,0,63
5771,flattened,"Dayton, Ohio",dont deserve tulsi im extremely sorry tulsi supporter friend woman stuck neck,0,77
5772,flattened,"Montreal, Canada",rookie habs defenceman cale fleury flattened flame milan lucic bell centre crowd loved habsio,0,93
5773,flattened,"Blacksburg, VA",stokes faced superior attack pereira slogged pitch flattened day sa,0,67
5774,flattened,United States AMERICA FIRST,better shape cause need man said steam roller flattened victim,0,62
5775,flattened,"nothing personal, kid",oh dog earpods cant hear u cant move speak cuz he f,0,51
5776,flattened,"Missouri, USA",breadfoccacia made dough flattened olive oil spread top rosemary grey salt sprinkled cook,0,89
5777,flattened,,year v month given power economy flattened looter like sharif bhutto zardari family,0,83
5778,flattened,"Virginia, USA",telling fire flattened earth ha picture two different location,0,62
5779,flattened,"Jersey City, NJ",puerto rico getting hit th anniversary earthquake flattened haiti could caribbean,1,81
5780,flattened,heavens a distance not a place,submitting single job application feel simultaneously like popeye eating tthe spanch coyote,0,91
5781,flattened,,returning much needed getaway limited internet flattened terrible flu im mend slo,0,81
5783,flattened,"Omaha, NE",gonna workout instead im laying floor listening music hr feeling absolutely flattened messed monday,0,99
5784,flattened,,hey like chance november im think youre gonna run flattened trump train,0,71
5785,flattened,0.8 Vancouver + 0.2 Ottawa,excellent found progress flattened helped ask teacher give one task focus,0,73
5786,flattened,"Pennsylvania, USA",samoa joe got flattened raw,0,27
5787,flattened,"Regina, Sk",jet adam lowry flattened fleurey,0,32
5788,flattened,,initiative totally flattened amazingly still policy contract,0,60
5789,flattened,you fear 𝐃𝐄𝐀𝐓𝐇 but don’t live life ━ while i 𝐋𝐀𝐔𝐆𝐇 at  the  odds、live  my life  so  well  that   death  will 𝐓𝐑𝐄𝐌𝐁𝐋𝐄 to take me。,heavy breathes feline began slow rotation hipsears flattened hi,0,63
5791,flattened,"New York, USA",clemson flattened time trying tackle shoulder charging stupidhighlight footbal,0,78
5792,flattened,,would flattened psycho retaliation,0,34
5794,flattened,"Oakland, CA",cat ear flattened sound person voice,0,36
5795,flattened,Edmonton,alsways nice see lucic get flattened,0,36
5797,flattened,,face absolutely flattened glass treat shop,0,42
5798,flattened,"Alberta, Canada",day fast clear headed little irritable first nothing serious flattened stomach,0,78
5799,flattened,"Sherwood Park, Alberta",flame suck like interview mention twitter lose habs lucic got flattened great night,0,83
5800,flattened,Midwestern United States,agree reason breast flattened,0,29
5801,flattened,,getting absolutely flattened boy back end blackoutclips boclips clipit,0,70
5802,flattened,I: Folkvillain,toss coin medley get flattened coin size,0,40
5803,flattened,Bellingham WA USA,clemson flattened time trying tackle shoulder charging stupidhighlight foo,0,74
5804,flattened,"Cranford, NJ",crenshaw say idea existed wasnt word,0,36
5805,flood,Deutschland,islamic republic support base among million people iran called upon floo,0,72
5806,flood,"Glounthaune,Cork-Malaga,Spain",cork decides build corktidalbarrier flood warning tidal flooding become thing past,0,82
5807,flood,"UK

",u quiet night st flood twitter people vote march pict,0,53
5808,flood,baby,ocean rise thunder roar soar storm father king flood stil,0,57
5809,flood,"High Desert, CA",dems trying restrict pres trump military action iran let flood office petition signature pa,0,91
5810,flood,,sorry flood alpha eta set owt last night happy founder day,0,58
5811,flood,UK,bristol road flood protection monitoring,0,40
5812,flood,"Selangor, Malaysia",allah tested nuh flood isa poverty musa tyrant ibrahim fire harun betrayal sulayman power,0,89
5813,flood,"Birmingham, West Midlands",flood protection monitoring jan,0,31
5814,flood,"Leeds, UK",he already done ten minute flood risk,0,37
5815,flood,lagos,open door self pity blame kind negative thought flood mind,0,58
5816,flood,"Arizona, USA",explain work demand minimum wage worker hour flood labor market,0,63
5817,flood,United Kingdom,flood alert suffolk essex coast felixstowe clacton january,1,58
5818,flood,,something really wish wouldnt know iaf gross negligence damaged f compromising key ele,0,86
5819,flood,"Cardiff, Wales",new york time editorial board want hear endorse president let flood one ya,0,74
5820,flood,United Kingdom,flood alert essex coast clacton including january,0,49
5821,flood,"Columbus, MS",nw alertgt small stream flood advisory poor drainage area n union county ne mississippi tippah count,0,100
5826,flood,"England, United Kingdom",rre undervalued least currently even company sat id still holding believe next,0,78
5827,flood,Калининград,f jet flooded hangar hatzor airbase israel near ashdod eight f fighter jet damaged f,0,84
5828,flood,,katana kami way samurai new detail screenshots swordsmith cycle flood customer mode,0,83
5829,flood,"Melbourne, Australia",alice bishop short story collection constant hum tell fictional story black saturday bushfires alice,0,100
5830,flood,,dev flood warning cst attala,1,28
5831,flood,Brighton,ceo justin butler phd presenting space connect london tomorrow free attend space applica,0,88
5832,flood,,donation also made towards aksi cepat tanggap indonesia dermawan support many worker victim th,0,94
5833,flood,,everyone please flood lysn lot support message didnt expect wake hate message kfans,0,83
5834,flood,United States,shame cbn helping flood texas refugee world relief corporation wr phony unelected nonprofit tha,0,95
5835,flood,Islamic Republic of Iran,iran real chaos day bad news come every day today flood sistan amp baluchestan usual,0,84
5836,flood,somewhere in northern Italy,ocean rise thunder roar soar storm father king flood,0,52
5837,flood,"Lytham , Lytham St Annes",uk muslim lawyer isi bride asks follower flood radio show phone line avoid hard question,0,88
5838,flood,,please watch flood comment section kaorhys ipakita ang excitement sa tochiko hesintoher link,0,92
5839,flood,Malaysia,looking tear flood whole kl maybe bringbacknewx,0,47
5840,flood,"Memphis, Tennessee",issued small stream flood advisory arwx mowx mswx tnwx,0,54
5841,flood,"Moray, Scotland",storm brendans galeforce wind impact coastal scotland monday wednesday spray wave overtopping may bring fl,1,106
5842,flood,,tagged mentioned fast reply flood message want shit,0,51
5843,flood,,wish could steel cage death match magats bernie bros mayosapiens second thou,0,76
5844,flood,"Nanaimo, B.C.",flood away post always bring much needed smile face,0,51
5845,flood,,case would made whole place flood,0,33
5846,flood,"San Antonio, TX",breaking news turn penis inspection month femboystraps make sure flood dm make,0,78
5847,flood,"Mississippi, USA",meg issue areal flood advisory alcorn benton prentiss tippah union m till jan cst,0,81
5852,flood,"Pontianak, Kalimantan Barat.",week flood jkt fire australia ww madness reynhard sinaga damn need ch,0,69
5853,flood,Hell,alexisonfire release moody new track season flood,0,49
5854,flood,"Paris, France",slow fashion care get started slow fashion stylist jenna flood aka ironic mi,0,76
5855,flood,,sleeping flood sticky finger,0,28
5856,flood,"Wake County, North Carolina",donald trump told ingraham ceo want small extraordinary foreign graduate fedl data show,0,87
5857,flood,"Quezon City, Philippines",kinda reminds time one guy drove car waistdeep flood blamed authority informing,0,79
5858,flood,"Melbourne, Victoria",slow fashion care get started slow fashion stylist jenna flood aka ironi,0,72
5859,flood,Scotland,new flood warning scotland orkney predicted highest water level year,1,68
5860,flood,,told yall type word prepare scamming daddy flood dm never give personal,0,71
5861,flood,,dev flood advisory est henderson buncombe,0,41
5862,flooding,Lafayette ↔️ Baton Rouge,girl flooding joe burrow room get back baton rouge like,0,55
5863,flooding,London UK,flooding britain eu migrant made homelessness situation even worse,0,66
5864,flooding,Weener,hobi really flooding thought rn,0,31
5865,flooding,Lothian,storm brendan cause severe gale flooding across part scotland see,1,65
5866,flooding,"Surrey, UK",windy weather warning place across uk week take look advice keeping dog,0,71
5867,flooding,Kenya,dubai airport flooding flight delayed cancelled via ever,1,56
5868,flooding,not in a vote remain area,heard kalergi read wrote book envisioned futur,0,46
5869,flooding,,algw nice buy flooding onto next level p next hit p important rn,0,64
5870,flooding,"North East, England",restoring peat bog place like lock carbon protect landscape team volunteer,0,74
5871,flooding,richmond virginia,venice recovered nearrecord tide flooded city official linked flooding climate chang,1,84
5872,flooding,"Bronx, NY— Richmond, VA",rain going dumb flooding,1,24
5873,flooding,,behind native mixed conifer urban community done right c,0,56
5874,flooding,Shreveport to BR,yes hate clemson wed root lsu anyone school student welcomed u open arm,0,71
5875,flooding,,fb flooding looooots otome game ad hahaha tho,0,45
5876,flooding,England,venice canal almost run dry two month severe flooding,1,53
5877,flooding,Europe,severe storm flooding heavy snowfall strike hawaii inch rain hour snowdrift least foot deep h,1,93
5878,flooding,UK,cricketing community benefit community cost devt approved advice officer,0,72
5879,flooding,Queens,far dubai flooding taal volcano eruption world war iii threat royal drama prince harry,0,86
5880,flooding,Yorkshire,firefighter south yorkshire want dealing flooding official part responsibilites th,0,82
5881,flooding,,road closed surfacetension amsterdamlightfestival globalwarming naturewins nightphotography amsterdam,0,101
5882,flooding,"Hobart, Tasmania",shit day saw good grief comedian bear f,0,39
5883,flooding,National Helpline 03457114141,strong wind heavy rain forecast today stormbrendan move west britain check,1,74
5884,flooding,"Chandigarh, India",line cleared treated water needle factory flowing outside mangrove floo,0,71
5885,flooding,🔮,tear gonna flooding hitc,0,24
5886,flooding,Planet Earth,anyone know find list firm flooding uk brexit,0,45
5887,flooding,Manila,long forecast monster eruption taal w flooding aftermath expert affirm feel vindicated,0,86
5888,flooding,UK,controlling dog war surround administration british ambassador sir lord kim darroch saidi,0,89
5889,flooding,Little corner of Glos...,heavy rain strong wind moving sw across patch afternoon evening another mm rai,1,78
5890,flooding,,get last laugh boy fuck ame,0,27
5891,flooding,"Brussels, Belgium",duty architect planner urbanists plan construct resilient response slow ev,0,74
5892,flooding,Abuja,frozen fan flooding idyllic austrian village,0,44
5893,flooding,Baltimore City,feel like crap nighti officially germ head feel stuffed im sneezing back back eye kee,0,85
5894,flooding,,live nantwich area pop th january diary teamea hosting dropin session pa,0,72
5895,flooding,,sorry flooding timeline nontwice related post really people need prom,0,69
5896,flooding,,stormbrendan upon u asprays top tip storm causing flooding property,0,67
5897,flooding,,venice run dry gondola stranded mud two month severe flooding venice gondola flooding beached,1,93
5898,flooding,,rt argus closed road theyre going closed get money aint,0,55
5899,flooding,USA,labadie missouri coal ash combined rise extreme flooding creating public health scare h,0,87
5900,flooding,USA,democrat flooding country illegals amp giving mean vote democrat illegal,0,72
5901,flooding,UK,im pretty much resigned muddy knee length boot amp trouser considering dog option w,0,83
5902,flooding,,citizen united wreaked havoc democracy democrat agree therefore better give thought billionaire,0,95
5903,flooding,,received video bukavu drc heavy rain amp flooding weekend led people killed,1,75
5904,flooding,,hollywood ave residential street rat run thousand speeding abounds air polluted single track listed brid,0,104
5905,flooding,Oxfordshire,state anxiety shock amp grief climatechange degree world look like,1,66
5906,flooding,,mf love flooding alreado partial leaf,0,37
5907,flooding,Earth,calling lincs notts amp derby floodhit farmer uninsurable damage devastating oct nov,0,84
5908,flooding,Ballycastle,storm surge storm brendan flooding harbour rathlin island county antrim coast footage dougl,1,91
5909,flooding,,flooding labor market unskilled lab,0,35
5910,flooding,Spain,venice run dry gondola stranded mud two month severe flooding venice gondola flooding,1,85
5911,flooding,"Melbourne, Victoria",good supercoach podcasts come flooding favourite time year,0,58
5912,flooding,southampton,say amazing job theyve made making flooding situation worse bubb lane,0,69
5913,floods,"Dover, England",water level venice drastically drop two month flood,1,51
5914,floods,"Malacca, Malaysia",far australia bushfires world war threat u amp iran flash flood indonesia puerto ri,0,83
5915,floods,,thanks turksottomans ceasefire libya idlibsaving muslim life arab nation deal,0,77
5916,floods,#WMCA but wanting OUT,forest buffer impact storm amp flood help address climate crisis provide shelter job amp se,0,91
5917,floods,"Karachi , Pakistan",literally two week already seen australian fire volcano philippine record breaki,1,80
5918,floods,"Madrid, España",want help project save caribbean sea flood hurricane,0,52
5919,floods,"Rawalpindi, Pakistan",unprecedented flood ravaging iran sistan amp baluchistan province significant human amp material cost even sear,1,111
5920,floods,"North Africa,West/Central Asia",published first digital situation report somali read humanitarian partner ramped assistance p,0,93
5921,floods,"Kent, UK",venice canal almost dry two month severe flood googlealerts,1,59
5922,floods,"Kent, UK",venice canal almost dry two month severe flood,1,46
5924,floods,"Suffolk, Essex & Cambs",book hear amp discus flood risingwaters essex allatsea mar,0,58
5925,floods,Herefordshire & Worcestershire,double yellow weather warning place wind amp rain youll need take extra care driving condition h,0,96
5926,floods,Satan’s asshole,indonesia jakarta resident file first ever class action suit government biblical flood gt dumped,0,96
5929,floods,"Lagos state, Nigeria",testimony testcode camp completed first cohort st november receiv,0,65
5930,floods,"Cape Town, South Africa",hotter ocean lead severe storm disrupt water cycle meaning flood drought wildfire,0,81
5931,floods,,date australia divided two bitterly opposed group prefer fire prefer f,0,70
5932,floods,Oban,sting tail storm brendan hit oban,1,33
5933,floods,,ethiopia somalia kenya first drought flood al shabaab locust south,0,66
5934,floods,"Westhouses, UK",idea many round weve already shown league amp cup plus response flo,0,67
5937,floods,Tír nAill,told privileged idiot cared hobby community safety area,0,55
5938,floods,"Deer Park, Victoria, Australia",remember fire easier start flood lazy team,0,42
5939,floods,,destroying environment mullah worsened flood nothing help victim squandered,0,75
5940,floods,,happy fire guess scientist predict next unprecedented cyclone flood climateemegency,0,83
5941,floods,"Russia, Saint-Petersburg",exceptionally low tide leave venice canal nearly dry month flood,1,64
5942,floods,Kenya,mess become much weird animal like dinosaur giant vegetabl,0,58
5943,floods,"Seewis im Prättigau, Schweiz",busy night rapidmappingteam working taaleruption philippine received another activati,1,85
5944,floods,,forest buffer impact storm amp flood help address climate crisis provide shelter job amp security forestdependen,0,112
5945,floods,#ImpeachTrump,snow rain flash flood leave dozen dead afghanistan pakistan least people dead pakistan afghani,1,94
5946,floods,"Madrid, España",want help proje,0,15
5948,floods,,low tide leaf venice canal dry month severe flood via,1,53
5950,floods,"Belper, England",idea many round weve already shown league amp cup plus response,0,63
5951,floods,Brussels,sentinel sistan baluchestan iran heavy rain generate flood chabahar county band data,1,84
5952,floods,"Mumbai, India",deadliest disaster earthquake flood forest fire volcanic eruption md amp h,0,74
5953,floods,Plymouth (UK) & Budapest (HU),let hope flood studio creativity,0,32
5954,floods,"West Bromwich, England",confirm stormbrendan arrived worcester awful condition take easy road,1,69
5956,floods,,birthday appeal get pokot child back school flood would really grateful help e,0,78
5957,forest%20fire,"Naples, FL",liberalism cancer forest fire burn everything touch evidence around,0,67
5958,forest%20fire,"Mysore, India",precautionary measure taken karnatakaforest department avoid forest fire mathigodu forest area thithimati,0,105
5959,forest%20fire,"Province of Vladimir, Russia",cant engage open discourse give truth oxygen turn forest fire,0,61
5960,forest%20fire,LONDON,cant believe academy gave best picture crash english patient africa forest gump green book,0,90
5961,forest%20fire,"Chicago, IL",case youre trapped forest fire cover moss im pretty sure fireproof,0,66
5962,forest%20fire,"Colorado Springs, CO",hiker best outdrive forest fire,1,31
5963,forest%20fire,Finland,im taking day going anything im supposed started w tea breakfast magic fo,0,73
5964,forest%20fire,"England, United Kingdom",lizzo praise australia reaction crisis january lizzo found australia,0,68
5965,forest%20fire,"Ho Chi Minh, Vietnam",dont know next posterity like forest ocean polluted fire,0,56
5966,forest%20fire,A southern Labor voting state,nearly southern fire area regrowth forest previously logged,0,59
5967,forest%20fire,The Beach,tonight ive seen fire tokeh village increase small fire hour need st,1,68
5968,forest%20fire,"Lagos, Nigeria",crazy weekend virginia high wind large forest fire close house thankfully rain,1,78
5969,forest%20fire,Australia,jodie urgently need stop logging remaining forest need refuge seed bank fore,0,76
5970,forest%20fire,"Atascocita, Texas",unit responding report small trash fire east fm timber forest dr atascocita,0,75
5971,forest%20fire,,isi using odd weapon asked terrorist use vehicle use unconventional weapon,0,74
5972,forest%20fire,"Prague, Czech Republic",record fire year amazon amp australia inflame concern surrounding climate change effect forest disturbance,0,106
5974,forest%20fire,nicolastyrell@gmail.com,forest fire available streaming service,0,39
5975,forest%20fire,,suddenly delete news story public cant trust reporting editor future,0,68
5976,forest%20fire,,add saveafrica tweet seems like one care climate crisis africa global warming c,0,79
5977,forest%20fire,"Rennes, France",woman turn pick subclass sea witch forest witch fire witch air witch space witch,0,80
5978,forest%20fire,"Cowichan, British Columbia",wondering effect forest fire smoke volcanic ash volcano currently,0,65
5979,forest%20fire,,people charge fire service coal face make decision forest fire prevention managemen,0,83
5980,forest%20fire,Singapore,read current affair son today morning telling australiabushfires son animal love,0,80
5981,forest%20fire,,deforestation discontinued amount forest lost fire would reduced compared business,0,82
5982,forest%20fire,"Saaremaa, Estonia",student partnering corvids replant forest fire via,0,50
5983,forest%20fire,"UK, US, Paris, tha' 🌍",isi call supporter start forest fire islamic state called fanatic set fire forest eu,0,84
5984,forest%20fire,,forest fire inspector conservatory,0,34
5985,forest%20fire,,nhess evaluating forest fire probability influence human activity based remote sensing gi,0,89
5986,forest%20fire,"Victoria, Australia",scientist warn timber industry proposal allow logging national park public land reduce bushfire,0,95
5987,forest%20fire,"Sunnyvale, Ca",save forest stop fire ready send workssanjose foresight art penandink,0,69
5988,forest%20fire,near the forest,resprouter eucalypt forest burned highseverity fire near macalister river eastern victo,1,87
5989,forest%20fires,,say delaying action climate change look bloodred sky unbreathable air australia becau,0,85
5990,forest%20fires,,day day seem love taehyung word today really comforted although country b,0,73
5991,forest%20fires,,worth reading,0,13
5992,forest%20fires,,following example onces made small donation behalf twice help restore wildlife due austra,0,89
5993,forest%20fires,Heartbreak Hotel,promised world fell put first adored set fire forest let,0,56
5994,forest%20fires,Deutschland,resident speaks natural forest resident afraid tesla pump groundwater resident,0,78
5995,forest%20fires,USA,unleash hell new al qaeda magazine describes detail start huge forest fire across th,0,84
5996,forest%20fires,Worldwide,climate change responsible forest fire australia,0,48
5997,forest%20fires,Australia,climate cause forest fire caused mismanagement silly greenthink lightning campfire ciga,0,87
5998,forest%20fires,Rwanda,thats bad australia many forest fire im concerned firefighter,1,61
5999,forest%20fires,,sechan instagram hi sehun amp chanyeol damage forest fire began month ago aust,1,78
6000,forest%20fires,america,peruvian president martin vizcarra launched campaign reforest machu picchu archeological site order protect,0,107
6001,forest%20fires,,set fire forest amp let burn,0,28
6002,forest%20fires,,due terrible environmental policy farmer allowed,0,48
6003,forest%20fires,[she/her],put first adored set fire forest let burn,0,41
6004,forest%20fires,"North East, England",interested sceptical view australia standard coverage australia forest fire,0,75
6005,forest%20fires,"Darwin, Northern Territory",bestinaus australia forest fire amp free mx backup service offered duocircle backup enterprise email,0,100
6006,forest%20fires,Seymou,bahahahaha yes theyll probably still happening march bushfires dont go couple,0,77
6007,forest%20fires,Queanbeyan NSW,so logging must cease immediately plan must scrapped immediate end must made protect little na,0,94
6008,forest%20fires,,terrible news see tv every day forest fire terrible peopl,1,57
6009,forest%20fires,,natureterrorism isi tell follower set forest fire u europe,0,58
6010,forest%20fires,,pawcept australia amazon forest fire cheering ch,1,48
6011,forest%20fires,JAPAN,region world risk forest fire may become unsuitable human habitation,0,68
6012,forest%20fires,vaikunth,getting amp serious dessert barbaric cult fighting covert war,0,61
6013,forest%20fires,,bbc news climate change australia fire normal warmer world,0,58
6014,forest%20fires,Teesside,forrest fire oz man made claim poor,0,35
6015,forest%20fires,,australia sin cause forgiven new forest plant regenerate forest fire blown,0,74
6016,forest%20fires,USA,pray australia forest fire shirt,1,32
6017,forest%20fires,"Brisbane, Australia",good destroying planet killing people carbon emission forest fire,0,65
6018,forest%20fires,,many forest fire caused arson forest fire drastically reduced prime minister morrison approval r,0,96
6019,forest%20fires,Australia,gutless caved loony left rabid mainstream medium neither would clu,0,66
6020,forest%20fires,,fire australia come summer fighting battle forest fire,1,54
6021,forest%20fires,United Kingdom,harped morning climate change causing australian firesbut didnt mention n,0,73
6022,forest%20fires,Sydney Nova Scotia,santa wind lot forest fire fire late january video coming soon,0,62
6023,forest%20fires,,good thing like example putting planet b,0,40
6024,forest%20fires,"กรุงเทพมหานคร, ประเทศไทย",crazy sad see current fire happening amazon rain forest lucky visit last year,1,77
6025,forest%20fires,,theyre surrounded waterwhy drawing water seawhen forest fire occur greece th,0,76
6026,forest%20fires,"Sydney, New South Wales",hey non australian bush fire equivalent forest fire anywhere else calling brush fire seri,0,89
6027,forest%20fires,makati,fire also affected alpine habitat endangered southern corroboree frog forest subalpin,0,85
6028,forest%20fires,"Chelsea, Québec",amazon long windy river always infrastructure accessibility tourist,0,67
6029,forest%20fires,"Sydney, New South Wales",ok actually cant people distinguish word bush brush theyre bush fire equiva,0,75
6032,forest%20fires,Brussels,disinformation cannot exist without misinformation like smoky bear saying prevent forest fire,0,93
6033,forest%20fires,Victoria's Native Forests,double whammy research show logging lead fire burn faster hotter,0,64
6034,hail,,hail hail rock amp roll ralph indio new thrill video premiering h,0,65
6035,hail,"Málaga, España",hail queen autor,0,16
6036,hail,,day go till real famous mouth watering day king hail king let start mak,0,71
6037,hail,"Cape Town, South Africa",modi fascist hitler wasnt either hail modi,0,42
6038,hail,East Grinstead United Kingdom,try let everybody know red dirt music oklahoma music lot people put red dirt every person,0,89
6039,hail,Lazy lake,gang hail king maxellllll,0,25
6040,hail,Western Hemisphere,moan hail mary confessional masturbate weirdwaystoshowyourlove,0,62
6041,hail,,might claim natural weather hazard allowed rain hail,0,52
6042,hail,"DKI Jakarta, Indonesia",hail queen agnation bestfanarmy iheartawards,0,44
6043,hail,Respect Hezbollah,mek inserting people iranprotests attempt hijack protest one woman trying,0,73
6044,hail,Tasmania,thunderstorm possible across tasmania wednesday afternoon warm humid smoky start day hail short,1,95
6045,hail,Huntsville  Alabama,heavy rain storm move shoal morning lightning small hail possible,1,65
6046,hail,⚧️ECCE HOMOSEXUAL⚧️,wanna tie cuties tied cuties ideally prenegotiated understanding successively tie,0,81
6047,hail,,rbi governor past amp present history graduate da splendid job managing banking crisis kam,0,90
6048,hail,"Shetland Islands, UK",wintry sky sleet hail wind chill cutting like knife there kind solace slowl,0,75
6049,hail,,burger king damn thats good evangelicals outrage trump shithole pussy bullshit evangelicals,0,91
6050,hail,,bernie aint gotta squash shit ended campaign tonight either stick,0,65
6051,hail,,hail daudu,0,10
6052,hail,cheetos,hail cheetos,0,12
6053,hail,⚧️ECCE HOMOSEXUAL⚧️,abject worshiper,0,16
6054,hail,"West Virginia, USA",hail hydra,0,10
6055,hail,⚧️ECCE HOMOSEXUAL⚧️,different angle new one,0,23
6056,hail,Burgess Hill,hail president wonderful see alumnus amp bhbpa enthusiast tamara robert front cover,0,83
6057,hail,"Mumbai, India",know reason imagine filth mind everyone hail hero amp budding youth leader u,0,76
6058,hail,,problem young school kid made aware ofcaa however hail protestors bring baby,0,76
6059,hail,Throwing Shade,confession time always soft corner arti used pity time worse hat,0,64
6060,hail,Ghana,light hail light,0,16
6061,hail,India,hail plato man capable one thing well attempt several fails achieve plato,0,73
6062,hail,"Melbourne, Victoria",used know elderly lady called th,0,32
6063,hail,United Kingdom,totally agree entitled pompous white men prob pull hood grave yard late,0,71
6064,hail,Singapore,follow king chody god god compliance rewarded hail hydra wink,0,61
6065,hail,,hail king,0,9
6066,hail,"Buffalo, NY",didnt know first round application didnt hail result round submitted,0,68
6067,hail,"South West, England",bbc bigging first serious depth interview pm horace johnson dan walker stand,0,76
6068,hail,Star Destroyer Oppression,hail feminism,0,13
6069,hail,"Panama, IN",lady amp gentleman pls welcome full metal heart true legend one amp istandwithvi,0,80
6070,hail,,pokemon fusion,0,14
6071,hail,"Kampala, Uganda",two thing attack dog follow tweet tagging twitter account sa,0,60
6072,hail,USA,wake fuck new humanism make fken noise government meeting open hail satan prayer http,0,85
6073,hail,,bbc bigging first serious depth interview pm horace johnson dan walker,0,70
6074,hail,,hail king kingkohli,0,19
6075,hail,"Mumbai, India",isolated thunderstorm accompanied haillightning also likely punjab haryana chandigarh rajasthan uttar prad,1,106
6076,hail,Texas/Florida,last day disheartening many level mostly honorable friend support el,0,68
6077,hail,,exactly woman loathe reviewed way really break woman body amp highlight insecuritie,0,83
6078,hail,"Jackson, KY",shower storm affect area early morning cloud ground lightning small hail,1,72
6079,hail,,animal crossing neighbor try talk,0,33
6080,hail,"Dayton, OH",plague including natural calamity snow rain hail earthquake seen world,0,70
6081,hail,⚧️ECCE HOMOSEXUAL⚧️,mass exodus healthcare land spironolactozone,0,44
6082,hail,,wouldnt mind child holding right wing tear cup like especially,0,62
6083,hailstorm,,treating obstacle next playing hailstorm,0,40
6084,hailstorm,"Rawang, Selangor",hailstorm canada,1,16
6085,hailstorm,,imagine pokemon decides use sandstorm hailstorm sad reviver seed noise,0,70
6086,hailstorm,Hogwarts school of witchcraft,someone explain sleep hailstorm wake someone walk room unannounced,0,66
6087,hailstorm,"New Delhi, India",hailstorm north haryana,1,23
6088,hailstorm,Australia,march commemorate great perth hailstorm pm time storm hit u causing billion,1,75
6089,hailstorm,"Perth, Western Australia",march commemorate great perth hailstorm pm time storm hit u causing b,1,69
6090,hailstorm,,mood,0,4
6091,hailstorm,Depression Drive,may raining men feel like hailstorm soon one get hurt like hell,0,63
6092,hailstorm,Jamaica,suh yuh naah call name,0,22
