keyword,location,text,target,text_length,word_count,char_count,avg_word_length,punctuation_count,uppercase_word_count,hashtag_count,url_count
body%20bags,United States,fake news virginia governor preparing order body bag anticipation civil war,0,75,11,75,6.818181818181818,0,0,0,0
body%20bags,"Philadelphia, PA",another cry help roseris think poncho used trash bag sammmmmmmeeee trash bag,0,76,12,76,6.333333333333333,0,0,0,0
body%20bags,"Medford, OR",open cover trail lightning read written get last line person hire,0,65,11,65,5.909090909090909,0,0,0,0
body%20bags,"Abuja, Nigeria",hmm wow thank god left alive opportunity rebuild lifeand corpse,0,63,10,63,6.3,0,0,0,0
body%20bags,Unknown,fight wed give iran nuke,0,24,5,24,4.8,0,0,0,0
body%20bags,Unknown,someone get body bag warren campaign plz,0,40,7,40,5.714285714285714,0,0,0,0
body%20bags,Unknown,emergency management class talk state fair stage collapse like know saw,0,71,11,71,6.454545454545454,0,0,0,0
body%20bags,United States,one age careful wish high school class came home body bag,0,57,11,57,5.181818181818182,0,0,0,0
body%20bags,"North Carolina, USA",trick see body something smash need woman mature,0,48,8,48,6.0,0,0,0,0
body%20bags,Unknown,ireland irish like violent place hutch kinahan,0,46,7,46,6.571428571428571,0,0,0,0
body%20bags,Unknown,wall headline seem normal,0,25,4,25,6.25,0,0,0,0
body%20bags,United States,viginia alert gov northam civil war ordering body bag door door gun confiscation force arrest,0,93,15,93,6.2,0,0,0,0
body%20bags,Unknown,citizen gun grabbing governor order body bag via,0,48,8,48,6.0,0,0,0,0
body%20bags,Unknown,get abstract pattern tote crossbody travel bag cover art print fitnesshandbags,0,78,11,78,7.090909090909091,0,0,0,0
body%20bags,United States,year mil service taught body bag pea,0,36,7,36,5.142857142857143,0,0,0,0
body%20bags,"Sacramento, CA",fuck dying trevor tossing body bag today,0,40,7,40,5.714285714285714,0,0,0,0
body%20bags,Unknown,cover american body bag fellow american,0,39,6,39,6.5,0,0,0,0
body%20bags,Unknown,plastic bag body bag real issue gtfoh,0,37,7,37,5.285714285714286,0,0,0,0
body%20bags,thundernation,obama brought embassador back body bag lied family,0,50,8,50,6.25,0,0,0,0
body%20bags,Unknown,like got cucked iran damage american military base response,0,59,9,59,6.555555555555555,0,0,0,0
body%20bags,Downey,buy body bag,0,12,3,12,4.0,0,0,0,0
body%20bags,"Fort Worth, TX",come mind read comment remember rumor,0,37,6,37,6.166666666666667,0,0,0,0
body%20bags,Unknown,body bag lined fast one place filmed seemed little convenient saying,0,68,11,68,6.181818181818182,0,0,0,0
body%20bags,Ottawa,dominican first fly head venezuela land haitian student amp relief another fact nobod,0,85,13,85,6.538461538461538,0,0,0,0
body%20bags,Unknown,bring body bag killed gbmfr,0,27,5,27,5.4,0,0,0,0
body%20bags,Bright Lights of NYC,guy already know put people body bag miketyson vfw post centereach,0,66,11,66,6.0,0,0,0,0
body%20bags,St.Paul Minnesota,stung soldier home body bag guess approach cheaper invading afghanistan every year,0,82,12,82,6.833333333333333,0,0,0,0
body%20bags,"New York, USA",huntress harley honestly look like wearing body bag paint house sumn,0,68,11,68,6.181818181818182,0,0,0,0
body%20bags,Upstate NY,cue body bag burrow strike geauxtigahs,0,38,6,38,6.333333333333333,0,0,0,0
body%20bags,Northwoods of Wisconsin,body bag year,0,13,3,13,4.333333333333333,0,0,0,0
body%20bags,Toronto,area sealed fascist murder resister,0,35,5,35,7.0,0,0,0,0
body%20bags,"Canton, GA",someone must thinking resuming draft else would man guest cspan washington journal,0,82,12,82,6.833333333333333,0,0,0,0
body%20bags,Depression expression,good job knuckle hope enjoy gathering body bag telling family loved one dead,0,76,13,76,5.846153846153846,0,0,0,0
body%20bags,"Batesville, AR",mean partisan impeachment house shammed evidence attack ira,0,59,8,59,7.375,0,0,0,0
body%20bags,Jaztherapperbooking@gmail.com,listen casey jay kill murk one biggest body bag ever,0,52,10,52,5.2,0,0,0,0
body%20bags,"Alberta, Canada",put money clinton body bag,0,26,5,26,5.2,0,0,0,0
body%20bags,ATX,little known chris lee neighbor london boris karloff lived amp cadogan,0,70,11,70,6.363636363636363,0,0,0,0
bomb,Indian,planted bomb still people afraid park motarcycle may plant bomb scared letter written urdu,0,90,14,90,6.428571428571429,0,0,0,0
bomb,Unknown,result powerful bomb used gangwar sweden far one exploded,0,57,9,57,6.333333333333333,0,0,0,0
bomb,Unknown,girlfriend want spend rest life kim jongdae,0,43,7,43,6.142857142857143,0,0,0,0
bomb,Unknown,arrived juvenile detention center swept islamic stateinspired plot set pressureco,0,81,10,81,8.1,0,0,0,0
bomb,Unknown,report harry amp meghan want live america trump leaf office spent year bomb shelter,0,83,14,83,5.928571428571429,0,0,0,0
bomb,"Oakland, CA",eat fucking want bomb body awe okay,0,35,7,35,5.0,0,0,0,0
bomb,Unknown,local knowing video kpop saying bomb little know,0,48,8,48,6.0,0,0,0,0
bomb,Unknown,army trending thankyoubighit show appreciation towards bighit providing subtitle new bangta,0,91,11,91,8.272727272727273,0,0,0,0
bomb,"Leeds, England",chanel bomb,0,11,2,11,5.5,0,0,0,0
bomb,"Texas, USA",cherry pepsi drop vanilla bombbomb makingmyselflookbusy leaninginwins,0,69,7,69,9.857142857142858,0,0,0,0
bomb,Unknown,weird feel kind excited next bangtan bomb come want see sub sht exciting,0,72,13,72,5.538461538461538,0,0,0,0
bomb,Unknown,doofenshmirtz really dropping bomb,0,34,4,34,8.5,0,0,0,0
bomb,희망 ~ 슈가 ~ 지민 ~ 정국,army complaining bighit never give bangtan bomb subtitle bangtan bomb subtitle nowhere,0,86,12,86,7.166666666666667,0,0,0,0
bomb,"Portland, OR",know sound bomb right chicken sandwich whataburger,0,50,7,50,7.142857142857143,0,0,0,0
bomb,Side 3,passed away euphemistic trash part reason still violently killed yearo,0,70,10,70,7.0,0,0,0,0
bomb,Brighton UK,mention atomic bomb think got away,0,34,6,34,5.666666666666667,0,0,0,0
bomb,Royaume du Maroc,bangtan bomb subtitle celebrate watching jungkook eat ice cream,0,63,9,63,7.0,0,0,0,0
bomb,Unknown,say base iran simply put iran cannot,0,36,7,36,5.142857142857143,0,0,0,0
bomb,right here,atomic normal bomb,0,18,3,18,6.0,0,0,0,0
bomb,Unknown,bangtan bomb english translation yaaaaaass finally thank bighit,0,63,8,63,7.875,0,0,0,0
bomb,방탄소년단,bullying bad come finally got bangtan bomb sub,0,46,8,46,5.75,0,0,0,0
bomb,Osasco,destruction mercury pollution two problem caused illegal wildcat gold mining brazil yanomami,0,92,12,92,7.666666666666667,0,0,0,0
bomb,Unknown,idiot could imaging import muslim immigrant bdesh,0,49,7,49,7.0,0,0,0,0
bomb,texas,bangtan bomb eng sub happy bighit finally listened,0,50,8,50,6.25,0,0,0,0
bomb,"Tangerang, Banten",army bighit ayo dong bts tour bighit list army bighit ayo dong bts comeback bighit siap army bighit ban,0,103,19,103,5.421052631578948,0,0,0,0
bomb,BANGTAN'S CASA,bangtan bomb english sub finally,0,32,5,32,6.4,0,0,0,0
bomb,NJ,jersey city shooter bomb powerful enough kill football field away,0,65,10,65,6.5,0,0,0,0
bomb,Singapore,chicken mcmuffin bomb,0,21,3,21,7.0,0,0,0,0
bomb,静岡,bomb planted,0,12,2,12,6.0,0,0,0,0
bomb,"California, USA",want talk hitlery pay foreign national investigat,0,49,7,49,7.0,0,0,0,0
bomb,"New South Wales, Australia",switching barraskewda sashed small gourgeist imprison trick room seed bomb phanto,0,81,11,81,7.363636363636363,0,0,0,0
bomb,Unknown,london berlin buenos aire seoul people place speak english german spanish korean day,0,84,13,84,6.461538461538462,0,0,0,0
bomb,แทฮยอง 🐯💜,stopped restocking army bomb weply big hit shoparmy bomb coming within next couple month,0,88,14,88,6.285714285714286,0,0,0,0
bomb,Unknown,new bangtan bomb episode actually trending million view lol,0,59,9,59,6.555555555555555,0,0,0,0
bomb,"Lahore, Pakistan",ramped brutal sanction iran killing ordinary iranian murder top military figure,0,79,11,79,7.181818181818182,0,0,0,0
bomb,Unknown,humble see cave get nominated mom dad amp watching small mobile syria bomb,0,74,13,74,5.6923076923076925,0,0,0,0
bomb,Polska 🇵🇱,hyejoos teaser hit like hit twt view counting cherry bomb video,0,63,11,63,5.7272727272727275,0,0,0,0
bomb,"St Louis, MO",arrest made separate bomb threat ofallon,0,40,6,40,6.666666666666667,0,0,0,0
bomb,Unknown,alott jongdae husband dad yoonterlude aka shadow masterpiece legit one favourite bts,0,84,12,84,7.0,0,0,0,0
bomb,Doesn'tLikeRankingOT7ForReal,bangtan bomb subtitle making debut seokjins acting debut,0,56,8,56,7.0,0,0,0,0
bomb,India,bring kind protest put front human shield attack security personal petrol bomb amp stone,0,88,14,88,6.285714285714286,0,0,0,0
bomb,Unknown,bangtan bomb much ice cream jung kook eat bts,0,45,9,45,5.0,0,0,0,0
bomb,Gaborone,lmao real bomb cartoon network way letting ruin like ruined teen,0,64,11,64,5.818181818181818,0,0,0,0
bombed,Unknown,anyone else see irony sfira abstain westminster yet still take wage bombed damaged,0,82,13,82,6.3076923076923075,0,0,0,0
bombed,City Of Angels,nato bombed libya statehood russian foreign minister lavrov via,0,63,9,63,7.0,0,0,0,0
bombed,"Oahu, Hawaii",bombed one follower graphic liner messed kept going bye,0,55,9,55,6.111111111111111,0,0,0,0
bombed,Unknown,among farleft american terrorist group flourished none extreme,0,62,8,62,7.75,0,0,0,0
bombed,"Scandinavia ... Freedom of speech, expression and religion is valued here - deal with it, when it hurts your feelings!",breaking soleimanis killing marked culmination unlawful activity washington went beyond legal framework,0,103,12,103,8.583333333333334,0,0,0,0
bombed,Texas,comparing energy output atomic bomb actually saying ocean,0,57,8,57,7.125,0,0,0,0
bombed,Unknown,take exact outcome attempted ally ally iran prec,0,48,8,48,6.0,0,0,0,0
bombed,Unknown,breaking nato bombed libya statehood russian foreign minister lavrov,0,68,9,68,7.555555555555555,0,0,0,0
bombed,"Larkhall, Scotland",definitely say bombed name around saying well bomb disagre,0,58,9,58,6.444444444444445,0,0,0,0
bombed,Kosovo,according serb minister supporting war crime general waving green mne flag wrong people see,0,91,14,91,6.5,0,0,0,0
bombed,Hong Kong,way khalsa diwan sikh temple wanchai district listed building constructed survive,0,81,11,81,7.363636363636363,0,0,0,0
bombed,"California, USA",today four black church held sunday service unique circumstance day earlier montgomery,0,86,12,86,7.166666666666667,0,0,0,0
bombed,"Fresno, CA",thing streamed first time bombed hey practice make perfect,0,58,9,58,6.444444444444445,0,0,0,0
bombed,"Hamilton, Scotland",yet see condemnation banner video organiser thi,0,47,7,47,6.714285714285714,0,0,0,0
bombed,Unknown,yet see condemnation banner video organis,0,41,6,41,6.833333333333333,0,0,0,0
bombed,Unknown,remain alliance fortunately bombed labour vote mention,0,54,7,54,7.714285714285714,0,0,0,0
bombed,Unknown,lakini hapo omamo put make sure get bombed finish contract negotiation,0,70,11,70,6.363636363636363,0,0,0,0
bombed,Unknown,today idlib father stand despair look daughter torn half russian airstrikes,0,75,11,75,6.818181818181818,0,0,0,0
bombed,The Internet,donatobombed,0,12,1,12,12.0,0,0,0,0
bombed,Unknown,cnn troop describe terror iran missile attack held gun put head,0,63,11,63,5.7272727272727275,0,0,0,0
bombed,Unknown,sep united state america bombed netherlands country left united state,0,69,10,69,6.9,0,0,0,0
bombed,Virginia,bruh randomly thundered knowwhere shit loud felt chest real though,0,66,10,66,6.6,0,0,0,0
bombed,"Uganda, Nigeria",imagine get phone call israeli army telling evacuate home bombed ten minu,0,73,12,73,6.083333333333333,0,0,0,0
bombed,India,rofl told would understand tell credential,0,42,6,42,7.0,0,0,0,0
bombed,Unknown,another film nominated best documentary feature forsama harrowing reality syrian conflict hospita,0,97,12,97,8.083333333333334,0,0,0,0
bombed,Pawnee Nation,reminder rcmp bombed oil site dirty trick campaign,0,50,8,50,6.25,0,0,0,0
bombed,Unknown,fucked kid bombed jim,0,21,4,21,5.25,0,0,0,0
bombed,"California, USA",nothing decide german bombed pearl harbor hell,0,46,7,46,6.571428571428571,0,0,0,0
bombed,Unknown,bombed exhibit sea maraga,0,25,4,25,6.25,0,0,0,0
bombed,Unknown,whenever shahidkapoor got injured shooting film film became super flop happened,0,79,11,79,7.181818181818182,0,0,0,0
bombed,Unknown,excellent panel putting historicalregionalglobal context iran iraquae yemen israel amp course,0,93,11,93,8.454545454545455,0,0,0,0
bombed,种花家,hacking benefited rival company huawei,0,38,5,38,7.6,0,0,0,0
bombed,Unknown,place child called home bombed assad putin lucky,0,48,8,48,6.0,0,0,0,0
bombed,"Louisiana, USA",recall loving hannity damnedestspeaking onair directly iranian government official,0,82,9,82,9.11111111111111,0,0,0,0
bombed,Unknown,aug united state america bombed ecuador country left united state,0,65,10,65,6.5,0,0,0,0
bombed,England,tell two family people mosque bombed muslim,0,43,7,43,6.142857142857143,0,0,0,0
bombed,"St. Helens, England",battlefield tour couple year ago met gent badly wounded ship,0,60,10,60,6.0,0,0,0,0
bombed,Occupied Palestine #ترشيحا,despot friendly israel get kind obituary new york time,0,54,9,54,6.0,0,0,0,0
bombed,"Belfast, Northern Ireland",anyone else see irony sfira abstain westminster yet still take wage bombed damag,0,80,13,80,6.153846153846154,0,0,0,0
bombed,Liverpool,join thtuesday january justice grenfell step bombed church liverpool,0,68,9,68,7.555555555555555,0,0,0,0
bombed,Unknown,impact got review bombed,0,24,4,24,6.0,0,0,0,0
bombed,"Zimbabwe, Midlands",bodied selfie bombed,0,20,3,20,6.666666666666667,0,0,0,0
bombed,colonized Lenape land (nyc),though palestinian living ground apartheid,0,42,5,42,8.4,0,0,0,0
bombed,Unknown,natobombedlibyastatehoodrussiaforeignministerlavrovconfirmlibyannationalarmylna,0,79,1,79,79.0,0,0,0,0
bombed,Unknown,neomccarthyism toward person fighting empire corporatism live inf,0,65,8,65,8.125,0,0,0,0
bombed,Unknown,threat sturgeon tell lie hate going start witch hunt,0,52,9,52,5.777777777777778,0,0,0,0
bombing,One It Forever 🦋,work else bombing enm,0,21,4,21,5.25,0,0,0,0
bombing,"Meanwhile, Scotland",retweet fix problem deal root problem marine pen macron tell fighting terr,0,74,12,74,6.166666666666667,0,0,0,0
bombing,"Essendon, Melbourne, Australia",keep wondering would bushfires severe unputoutable wed water bombing aircraft,0,77,10,77,7.7,0,0,0,0
bombing,Unknown,nasrallah america built isi destroy country culture history future every isi bombing,0,84,12,84,7.0,0,0,0,0
bombing,Unknown,continues publicly ingratiate country directly responsible killing starving yemeni,0,82,9,82,9.11111111111111,0,0,0,0
bombing,France,retweet fix problem deal root problem marine pen macron tell fight,0,66,11,66,6.0,0,0,0,0
bombing,miami,republican primary voter nationally say support bombing agrabah agrabah country aladdin nottheoni,0,97,12,97,8.083333333333334,0,0,0,0
bombing,Unknown,iran real villain saudi arabia found responsible massacre yemen,0,63,9,63,7.0,0,0,0,0
bombing,Unknown,actually boris iranian people sick tired bloodthirsty corrupt evil,0,66,9,66,7.333333333333333,0,0,0,0
bombing,"Blagnac, France",unleashed economy brexit production manufacturing dropping like wwii,0,68,8,68,8.5,0,0,0,0
bombing,倭国のド田舎  むぎわら一見とくまモンが居る所,syrian made homeless war living tent die bombing,0,48,8,48,6.0,0,0,0,0
bombing,Unknown,american people donotconsent daily bombing atmosphere blocking sun sending much toxic rai,0,89,12,89,7.416666666666667,0,0,0,0
bombing,Earth,trump promised commit war crime bombing,0,39,6,39,6.5,0,0,0,0
bombing,Around the world,yemen articlevideo april backed saudi coalition bombing starving civilian yemen,0,79,10,79,7.9,0,0,0,0
bombing,Unknown,really planned war syria course putin amp assad,0,47,8,47,5.875,0,0,0,0
bombing,"Ngarabal land, Australia",expert anna seems might better chance water bombing aircraft,0,60,9,60,6.666666666666667,0,0,0,0
bombing,Unknown,wait saudi killed american american soil focused bombing iran leader,0,68,10,68,6.8,0,0,0,0
bombing,Unknown,flashback olympic park bombing richard jewell fbi set fbi medium launched attack calculated,0,91,13,91,7.0,0,0,0,0
bombing,Unknown,dead silly performative funeral victim bombing passenger jet shot board,0,71,10,71,7.1,0,0,0,0
bombing,Unknown,bombing drive awesomebombing drive wood much driver shaft sst pured hit,0,71,11,71,6.454545454545454,0,0,0,0
bombing,Belgrade,libyan national army commander khalifa haftar left moscow without signing ceasefire lavr,0,88,12,88,7.333333333333333,0,0,0,0
bombing,Unknown,bombing affected family sure emergency world leader meeting government united nation,0,84,11,84,7.636363636363637,0,0,0,0
bombing,Unknown,government need something killing bombing around world,0,54,7,54,7.714285714285714,0,0,0,0
bombing,Unknown,bombing mean loss forsee loss chapaak pls calculate tell monday,0,63,10,63,6.3,0,0,0,0
bombing,UK,recently interviewed porous border podcast experimental music talked upcoming project jogja,0,91,11,91,8.272727272727273,0,0,0,0
bombing,Proud Northumbrian.,first day leadership justin trudeau blamed boston marathon bombing social exclusion,0,83,11,83,7.545454545454546,0,0,0,0
bombing,honeymoon avé.,bombing happening,0,17,2,17,8.5,0,0,0,0
bombing,Some glacier called Maine,area active shooter bombing kind terror receiving news fami,0,59,9,59,6.555555555555555,0,0,0,0
bombing,"Bangkok, Thailand",january wib first bomb blasted starbucks outlet area cakrawala building,0,71,10,71,7.1,0,0,0,0
bombing,Bigfoots Bluff,image disturb bombing planned picture left,0,42,6,42,7.0,0,0,0,0
bombing,Unknown,winter gaza special character many poor people gaza living home partially destroyed,0,83,12,83,6.916666666666667,0,0,0,0
bombing,"Dallas, TX",agree chief justice robert appears try distance ever know,0,57,9,57,6.333333333333333,0,0,0,0
bombing,"Baltimore, MD",terrorist meeting others bombing base,0,37,5,37,7.4,0,0,0,0
bombing,Afghanistan,picture fall taliban destroyed bombing regime afg,0,49,7,49,7.0,0,0,0,0
bombing,Unknown,please tell american bombing tehran one ever heard,0,50,8,50,6.25,0,0,0,0
bombing,Unknown,history teacher england used ask account class whenever ira bombing,0,67,10,67,6.7,0,0,0,0
bombing,abuja,someone started sponsoring like notbut sitting president would raze part,0,72,10,72,7.2,0,0,0,0
bombing,Unknown,revert back previous argument mass shooti,0,41,6,41,6.833333333333333,0,0,0,0
bombing,"Los Angeles, CA",comic open mic move said excuse three time coincidentally bombing,0,65,10,65,6.5,0,0,0,0
bombing,"Houston, TX",think bombing assassinating people freedom,0,42,5,42,8.4,0,0,0,0
bombing,"Belfast, North of Ireland ",acussing sinn fein bombing england amp robbing northern bank maybe,0,66,10,66,6.6,0,0,0,0
bombing,Unknown,strange coincidence people support,0,34,4,34,8.5,0,0,0,0
bombing,"Muzaffarnagar, Uttar Pradesh",opposition photojournalist seen reacting rashideen bombing rescuing injured child,0,81,9,81,9.0,0,0,0,0
bombing,"Australia-wide city, rural",think heavier water bombing onslaught would saved kangaroo island,0,65,9,65,7.222222222222222,0,0,0,0
bombing,بيروت,bus ambulance refugee mostly child woman leaving fouah kafriya twoyear besiegeme,0,80,11,80,7.2727272727272725,0,0,0,0
bombing,Unknown,nomination man spoke passionately bombing syria telling politics starmer rayner,0,79,10,79,7.9,0,0,0,0
bombing,Unknown,soldier experience nato style bombing run freak fuck,0,52,8,52,6.5,0,0,0,0
bombing,Australia,second brother oibada killed assad bombing daraa city ther mother alone without,0,79,12,79,6.583333333333333,0,0,0,0
bombing,Near Taylor Swift’s Residence,soviet scared japanese atomic bomb would destruction whether,0,60,8,60,7.5,0,0,0,0
bombing,Australia,resilience adaption like adapted met fire chief like,0,52,8,52,6.5,0,0,0,0
bombing,Unknown,american politician speak foreign policy hostility mostly genuine peace overture dubious,0,88,11,88,8.0,0,0,0,0
bombing,"Brunswick, Melbourne",going pick juanita favourite track barbara barbar,0,49,7,49,7.0,0,0,0,0
bombing,Unknown,davindersingh story whackiest long time shake foundation much country ide,0,73,10,73,7.3,0,0,0,0
bombing,Unknown,iran amp pernicious proxy warswhy talking less possible bombing talkitout see,0,77,11,77,7.0,0,0,0,0
bombing,Other Side Of Whatever This Wa,wondering timeline group lesbian violently,0,42,5,42,8.4,0,0,0,0
bombing,India,bjp came power bombing aap chronology samjho buddhu firse congress power,0,72,11,72,6.545454545454546,0,0,0,0
bombing,mumbai,davindersingh story whackiest long time shake foundation much country,0,69,9,69,7.666666666666667,0,0,0,0
bombing,Calgary,right trying trick follower believing left opposition iran invasion based suppo,0,79,11,79,7.181818181818182,0,0,0,0
bombing,"Cape Town, South Africa",sure dira makgakga even photobombing,0,36,5,36,7.2,0,0,0,0
bridge%20collapse,Unknown,london bridge falling need panic finance minister controlling collapse remotely,0,79,10,79,7.9,0,0,0,0
bridge%20collapse,Chicago-Los Angeles-New York,collapse route coamo puerto rico hanging bridge,0,47,7,47,6.714285714285714,0,0,0,0
bridge%20collapse,"Los Angeles, CA",sorry whole system need reset way much corruption across board trump,0,68,11,68,6.181818181818182,0,0,0,0
bridge%20collapse,Unknown,maharashtra bambhori jalgaon dist bridge river girna,0,52,7,52,7.428571428571429,0,0,0,0
bridge%20collapse,"Portland, OR",major fail driver washington caused section bridge collapse year ago,0,68,10,68,6.8,0,0,0,0
bridge%20collapse,Connecticut,factually correct last toll mianus river bridge collapse,0,56,8,56,7.0,0,0,0,0
bridge%20collapse,"Connecticut, USA",pointing mianus bridge collapse support toll despicable nonsensical toll yet brid,0,81,11,81,7.363636363636363,0,0,0,0
bridge%20collapse,GL15 6SA,temporary path closure brockweir bigsweir bridge riverside route due work riverside bank collapse please,0,104,14,104,7.428571428571429,0,0,0,0
bridge%20collapse,Wyre Forest UK,err bridge made hear material mentioned bridge without sub,0,58,9,58,6.444444444444445,0,0,0,0
bridge%20collapse,"Connecticut, USA",pointing mianus bridge collapse support toll despicable nonsensical toll yet,0,76,10,76,7.6,0,0,0,0
bridge%20collapse,Unknown,hurricane harvey silsbee flooded hwy day bridge collapse,0,56,8,56,7.0,0,0,0,0
bridge%20collapse,Unknown,still remember bjp disowning comment mumbai foot overbridge collapse,0,68,9,68,7.555555555555555,0,0,0,0
bridge%20collapse,Unknown,forget friend crisis india rss always come help bridge collapse flood,0,69,11,69,6.2727272727272725,0,0,0,0
bridge%20collapse,Unknown,terriosts war riotschild stuck bore well bridge collapse disaster management call,0,81,11,81,7.363636363636363,0,0,0,0
bridge%20collapse,Unknown,cemex epstein adrenochrome hide evidence think hemoglobin quick search pat,0,74,10,74,7.4,0,0,0,0
bridge%20collapse,JAPAN IS WHERE MY HEART IS,cemex epstein adrenochrome hide evidence think hemoglobin quick search,0,70,9,70,7.777777777777778,0,0,0,0
bridge%20collapse,Unknown,shitting self thinking bridge going collapse right underneath ther,0,66,9,66,7.333333333333333,0,0,0,0
bridge%20collapse,Edinburgh,yeah load cop stand around monitor half day,0,43,8,43,5.375,0,0,0,0
bridge%20collapse,Edinburgh,hgv wrongly using bridge collapse diversion great deal longer,0,61,9,61,6.777777777777778,0,0,0,0
bridge%20collapse,"Toronto, Ontario",hopefully bridge collapse crossing,0,34,4,34,8.5,0,0,0,0
bridge%20collapse,Carmel NY,must missed bridge collapse connecticut police fire locally funde,0,65,9,65,7.222222222222222,0,0,0,0
bridge%20collapse,Unknown,weird morbid driving bridge collapse able,0,41,6,41,6.833333333333333,0,0,0,0
bridge%20collapse,Unknown,kingsbridge priory bridge collapse could happen deserving people watching world without end,0,91,12,91,7.583333333333333,0,0,0,0
bridge%20collapse,Home.,travel update boris bridge northern ireland scotland closed due high wind high sea,0,82,13,82,6.3076923076923075,0,0,0,0
bridge%20collapse,Castlevania City,silver bridge collapse merely herald never know,0,47,7,47,6.714285714285714,0,0,0,0
bridge%20collapse,"Beacon Falls, CT",human error poor engineering caused bridge collapse nothing fear mongering,0,74,10,74,7.4,0,0,0,0
bridge%20collapse,"San Francisco, CA",footnote mcculloughs great bridge blew mind late still know,0,59,9,59,6.555555555555555,0,0,0,0
bridge%20collapse,Unknown,interesting photo mianus river bridge collapse used collapsed,0,61,8,61,7.625,0,0,0,0
bridge%20collapse,"The Gwalia, Llandrindod Wells",temporary path closure brockweir bigsweir bridge riverside route due work riverside bank collapse,0,97,13,97,7.461538461538462,0,0,0,0
buildings%20burning,Unknown,agency need back burning building justiceforx justiceforx,0,57,7,57,8.142857142857142,0,0,0,0
buildings%20burning,Unknown,many burning building run save someone,0,38,6,38,6.333333333333333,0,0,0,0
buildings%20burning,Unknown,hey hotness burning building,0,28,4,28,7.0,0,0,0,0
buildings%20burning,Unknown,town nothing much small adobe building flanked side men wome,0,60,10,60,6.0,0,0,0,0
buildings%20burning,Unknown,liberal cult zombie masse questioning potus,0,43,6,43,7.166666666666667,0,0,0,0
buildings%20burning,"Belle Vernon, PA",case say station show two picture detroit fire department top brass posing,0,74,12,74,6.166666666666667,0,0,0,0
buildings%20burning,Unknown,fucking tired going sleep hope wake koneits burning building bye,0,64,10,64,6.4,0,0,0,0
buildings%20burning,"Christchurch, New Zealand",start burning building news outlet full garbage,0,47,7,47,6.714285714285714,0,0,0,0
buildings%20burning,Unknown,perfect sexy lady hunting burning building,0,42,6,42,7.0,0,0,0,0
buildings%20burning,"Illinois, USA",sure burning state ground electable position starting burning irs buil,0,70,10,70,7.0,0,0,0,0
buildings%20burning,Unknown,chastise firefighter smiling running burning,0,44,5,44,8.8,0,0,0,0
buildings%20burning,"Winnipeg, Manitoba",many building burning middle fucking winter normal,0,50,7,50,7.142857142857143,0,0,0,0
buildings%20burning,Yes,paragraph slap though like goddamn huge building always burning implacable fire huma,0,84,12,84,7.0,0,0,0,0
buildings%20burning,Unknown,american street burning building point,0,38,5,38,7.6,0,0,0,0
buildings%20burning,Chicago,following cory booker long time man literally saved people burning building care,0,80,12,80,6.666666666666667,0,0,0,0
buildings%20burning,Northern Virginia,case say station show two picture detroit fire department top brass posi,0,72,12,72,6.0,0,0,0,0
buildings%20burning,Earth,please tell happening building burning started fire killed people,0,65,9,65,7.222222222222222,0,0,0,0
buildings%20burning,the dirty dirty,could say something like politics aside corey booker stand human bein,0,69,11,69,6.2727272727272725,0,0,0,0
buildings%20burning,Almost Heaven West Virginia,run burning building dipshit help job lol,0,41,7,41,5.857142857142857,0,0,0,0
buildings%20burning,"Sarasota, FL",lazy people run burning building save people,0,44,7,44,6.285714285714286,0,0,0,0
buildings%20burning,humanity? who knows.,told burning building nice,0,26,4,26,6.5,0,0,0,0
buildings%20burning,Unknown,winthrop need invest normal heating air unit old building uncontrollable setting,0,80,11,80,7.2727272727272725,0,0,0,0
buildings%20burning,Unknown,keep burning fossil fuel become worse may even rip apart high rise building world leader,0,88,15,88,5.866666666666666,0,0,0,0
buildings%20burning,Conchologia,knowthese burning building annual occurrence ruling arson jus,0,61,8,61,7.625,0,0,0,0
buildings%20burning,NYC,yeah def cool unless indiana kidding little sensitive hometown,0,62,9,62,6.888888888888889,0,0,0,0
buildings%20burning,"Whiterun, Skyrim",destruction magic fine burning building,0,39,5,39,7.8,0,0,0,0
buildings%20burning,Southern OBX,jfc racist comment guess lazy mayor rush burning building save people may,0,73,12,73,6.083333333333333,0,0,0,0
buildings%20burning,Worcester,equipped inside burning building experience home fire escaped nev,0,65,9,65,7.222222222222222,0,0,0,0
buildings%20burning,"Texas, USA",mean better cop said many people would jump,0,43,8,43,5.375,0,0,0,0
buildings%20burning,"Calgary, Alberta",flirted danger younger amp stupid thing yet fate spared grew amp fought country dodgi,0,85,14,85,6.071428571428571,0,0,0,0
buildings%20burning,"South of Boston, MA",guy ran ragged helping constituent new jersey hurricane sandy,0,61,9,61,6.777777777777778,0,0,0,0
buildings%20burning,London,mean directness though like townhall whatevertown alabama built slave,0,69,9,69,7.666666666666667,0,0,0,0
buildings%20burning,Unknown,idea many kind bombing burning building mullah ira,0,50,8,50,6.25,0,0,0,0
buildings%20burning,Unknown,person cory save people burning building shovel snow constit,0,60,9,60,6.666666666666667,0,0,0,0
buildings%20burning,Unknown,maybe ban would necessary muslim stopped flying plane building detonating car bomb shooting,0,91,13,91,7.0,0,0,0,0
buildings%20burning,Unknown,burning building today hmu want join,0,36,6,36,6.0,0,0,0,0
